e,c,C,F,a,d,y,f,p,s,r,t,u
1027,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-11-25,2021.0,200000.0,Aimon Srl,"Media, Telecoms and Broadcasting","Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR, Art. 12 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,https://www.garanteprivacy.it/home/docweb/-/docweb-display/docweb/9741157
1028,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Saarland,2020,2020.0,,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.datenschutz.saarland.de/fileadmin/user_upload/uds/tberichte/tb29_DS_2020.pdf
1029,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Saarland,2020,2020.0,10000.0,Restaurant,Accomodation and Hospitality,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.datenschutz.saarland.de/fileadmin/user_upload/uds/tberichte/tb29_DS_2020.pdf
1030,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hessen,2020,2020.0,300.0,Employee at a Covid 19 testing center,Individuals and Private Associations,Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,https://datenschutz.hessen.de/sites/datenschutz.hessen.de/files/HBDI_49_Ta%CC%88tigkeitsbericht_2020.pdf
1031,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of  Baden-Wuerttemberg,2019-11,2019.0,5000.0,Restaurant,Accomodation and Hospitality,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.baden-wuerttemberg.datenschutz.de/wp-content/uploads/2021/02/LfDI-BW_36_Ta%CC%88tigkeitsbericht_2020_WEB.pdf
1032,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Brandenburg,2020,2020.0,,Operator of a ballet school,Individuals and Private Associations,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 7 (1) GDPR",Insufficient legal basis for data processing,https://www.lda.brandenburg.de/sixcms/media.php/9/TB_2020_web.pdf
1033,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Brandenburg,2020,2020.0,,Medical assistant,Individuals and Private Associations,Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.lda.brandenburg.de/sixcms/media.php/9/TB_2020_web.pdf
1034,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hessen,2020,2020.0,,Corporation,Industry and Commerce,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,https://www.zaftda.de/tb-bundeslaender/hessen/landesdatenschutzbeauftragter-2/773-49-tb-lfd-hessen-2020-o-drs-nr-vom-01-06-2021/file
1035,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,10000.0,Clearview AI Inc.,Industry and Commerce,Art. 58 (1) GDPR,Insufficient cooperation with supervisory authority,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1036,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,300.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1037,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,400.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1038,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,400600.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1039,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,400600.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1040,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,400600.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1041,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,300400.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1042,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,300400.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1043,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,300400.0,Police officer,Individuals and Private Associations,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1044,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,3000.0,Restaurant,Accomodation and Hospitality,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1045,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,,Company,Industry and Commerce,"Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1046,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,13000.0,Company,Industry and Commerce,Art. 26 (2) GDPR,Insufficient data processing agreement,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1047,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-02,2022.0,2000.0,"ASESORES DE SEGURIDAD PRIVADA, S.L.","Finance, Insurance and Consulting",Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00221-2021.pdf
1048,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,50100.0,Restaurant,Accomodation and Hospitality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1049,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,50100.0,Restaurant,Accomodation and Hospitality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1050,GERMANY,Germany,/flags/flag_germany.png,Data Protection Authority of Hamburg,2020,2020.0,50100.0,Restaurant,Accomodation and Hospitality,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,https://datenschutz-hamburg.de/assets/pdf/29._taetigkeitsbericht_datenschutz_2020.PDF
1051,BELGIUM,Belgium,/flags/flag_belgium.png,Belgian Data Protection Authority (APD),2022-02-02,2022.0,0.0,IAB Europe,"Media, Telecoms and Broadcasting","Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 9 (1), (2) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR, Art. 32 (1), (2) GDPR, Art. 37 GDPR",Insufficient legal basis for data processing,https://www.dataprotectionauthority.be/iab-europe-held-responsible-for-a-mechanism-that-infringes-the-gdpr
1052,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-04,2022.0,900.0,Private person,Individuals and Private Associations,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00460-2021.pdf
1053,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-04,2022.0,300000.0,"SEGURCAIXA ADESLAS, S.A. DE SEGUROS Y REASEGUROS","Finance, Insurance and Consulting","Art. 6 GDPR, Art. 17 GDPR, Art. 28 GDPR",Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00322-2021.pdf
1054,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-12-17,2021.0,10000.0,ASL Latina,Health Care,"Art. 5 (1) f) GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9742435
1055,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-01,2022.0,3940000.0,"Vodafone España, S.A.U.","Media, Telecoms and Broadcasting","Art. 5 (1) f) GDPR, Art. 5 (2) GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00001-2021.pdf
1056,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-01,2022.0,70000.0,"ORANGE ESPAÑA VIRTUAL, S.L.","Media, Telecoms and Broadcasting",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00046-2021.pdf
1057,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-01,2022.0,700000.0,Orange Espagne S.A.U.,"Media, Telecoms and Broadcasting",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00022-2021.pdf
1058,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-01,2022.0,200000.0,"XFERA MÓVILES, S.A.","Media, Telecoms and Broadcasting",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00027-2021.pdf
1059,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-01,2022.0,900000.0,"TELEFÓNICA MÓVILES ESPAÑA, S.A.U.","Media, Telecoms and Broadcasting",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00021-2021.pdf
1060,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-07,2022.0,1000.0,Cafe operator,Accomodation and Hospitality,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00494-2021.pdf
1061,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-04,2022.0,2000.0,Private individual,Individuals and Private Associations,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00505-2021.pdf
1062,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-07,2022.0,10000.0,"PINTODIS, S.L.",Employment,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00337-2021.pdf
1063,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-12-16,2021.0,100000.0,Ubi Banca spa,"Finance, Insurance and Consulting","Art. 5 (1) a), c) GDPR",Non-compliance with general data processing principles,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9742468
1064,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-12-16,2021.0,20000.0,FCA Italy s.p.a.,Industry and Commerce,Art. 12 GDPR,Insufficient fulfilment of data subjects rights,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9742908
1065,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-13,2022.0,7500.0,Azienda Sanitaria Locale Frosinone,Health Care,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9742959
1066,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2021-12-16,2021.0,1000.0,Università Telematica Internazionale Uninettuno,Public Sector and Education,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9742923
1067,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-13,2022.0,4000.0,Medicina & Lavoro s.r.l.,Health Care,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9744655
1068,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-13,2022.0,14000.0,Azienda sanitaria unica regionale Marche,Health Care,"Art. 5 (1) f) GDPR, Art. 32 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9744496
1069,POLAND,Poland,/flags/flag_poland.png,Polish National Personal Data Protection Office (UODO),2021-12-01,2021.0,4000.0,Pactum Poland Sp. z o.o.,Industry and Commerce,"Art. 31 GDPR, Art. 58 (1) e) GDPR",Insufficient cooperation with supervisory authority,https://uodo.gov.pl/decyzje/DKE.561.16.2021
1070,NORWAY,Norway,/flags/flag_norway.png,Norwegian Supervisory Authority (Datatilsynet),2022-02-01,2022.0,5000.0,Etterforsker1 Gruppen AS,"Finance, Insurance and Consulting",Art. 6 (1) GDPR,Insufficient legal basis for data processing,https://www.datatilsynet.no/contentassets/81543616aa3049f8be77b0b3ab66d353/vedtak-om-palegg-og-overtredelsesgebyr---etterforsker1.pdf
1071,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-14,2022.0,1600.0,"RECLAMADOR, S.L.","Finance, Insurance and Consulting","Art. 17 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,https://www.aepd.es/es/documento/ps-00540-2021.pdf
1072,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-13,2022.0,1000.0,Villa Masi Residenza per anziani,Health Care,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9745262
1073,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-11,2022.0,2000000.0,Amazon Road Transport Spain S.L.,Transportation and Energy,"Art. 6 (1) GDPR, Art. 10 GDPR, Art. 10 LOPDGDD",Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00267-2020.pdf
1074,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-16,2022.0,6000.0,Private individual,Individuals and Private Associations,Art. 6 (1) a) GDPR,Insufficient legal basis for data processing,https://www.aepd.es/es/documento/ps-00432-2021.pdf
1075,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-13,2022.0,1000.0,A.S.L. Napoli 1 Centro,Employment,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing,https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9745807
1076,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-27,2022.0,2000.0,"Private club ""Ruian""",Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9746047
1077,GREECE,Greece,/flags/flag_greece.png,Hellenic Data Protection Authority (HDPA),2022-02-15,2022.0,30000.0,ΛΙΜΕΝΟΣ ΗΡΑΚΛΕΙΟΥ Α.Ε.,Individuals and Private Associations,"Art. 12 (1), (2) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights,https://www.dpa.gr/sites/default/files/2022-02/61_2021anonym.pdf
1078,ITALY,Italy,/flags/flag_italy.png,Italian Data Protection Authority (Garante),2022-01-27,2022.0,40000.0,T.S.M. s.r.l.,Industry and Commerce,"Art. 13 GDPR, Art. 15 GDPR, Art. 21 GDPR, Art. 157 Codice della privacy, Art. 166 (2) Codice della privacy",Insufficient fulfilment of data subjects rights,https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9746068
1079,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-18,2022.0,2500.0,Private person,Individuals and Private Associations,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,https://www.aepd.es/es/documento/ps-00408-2021.pdf
1080,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-21,2022.0,1500.0,"RESTATURANTE FUENTEBRO, S.C.",Accomodation and Hospitality,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00463-2021.pdf
1081,SPAIN,Spain,/flags/flag_spain.png,Spanish Data Protection Authority (aepd),2022-02-21,2022.0,1000.0,Store owner,Industry and Commerce,Art. 13 GDPR,Insufficient fulfilment of information obligations,https://www.aepd.es/es/documento/ps-00517-2021.pdf
1082,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-02-22,2022.0,1000.0,"Civil law firm ""Sabou, Burz & Cuc""","Finance, Insurance and Consulting","Art. 5 (1) a), b), c), f) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,https://www.dataprotection.ro/?page=Comunicat_Presa_22_02_2022_2&lang=ro
1083,ROMANIA,Romania,/flags/flag_romania.png,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-02-22,2022.0,3000.0,IAMSAT Muntenia SA,Employment,"Art. 12 GDPR, Art. 13 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights,https://www.dataprotection.ro/?page=Comunicat_Presa_22_02_2022_1&lang=ro
